TP_true,FP_true,TP_single_shot,FP_single_shot,TP_sequential,FP_sequential
1.0,0.9978586723768736,1.0,0.9850107066381156,1.0,0.9486081370449678
1.0,0.9978586723768736,1.0,0.9850107066381156,1.0,0.9486081370449678
1.0,0.9978586723768736,1.0,0.9850107066381156,1.0,0.9486081370449678
1.0,0.9978586723768736,1.0,0.9850107066381156,1.0,0.9486081370449678
1.0,0.9978586723768736,1.0,0.9850107066381156,1.0,0.9486081370449678
1.0,0.9978586723768736,1.0,0.9850107066381156,1.0,0.9486081370449678
1.0,0.9978586723768736,1.0,0.9850107066381156,1.0,0.9486081370449678
1.0,0.9957173447537473,1.0,0.9850107066381156,1.0,0.9464668094218416
1.0,0.9957173447537473,1.0,0.9850107066381156,1.0,0.9464668094218416
1.0,0.9957173447537473,1.0,0.9850107066381156,1.0,0.9464668094218416
1.0,0.9957173447537473,1.0,0.9850107066381156,1.0,0.9464668094218416
1.0,0.9957173447537473,1.0,0.9850107066381156,1.0,0.9464668094218416
1.0,0.9957173447537473,1.0,0.9850107066381156,1.0,0.9464668094218416
1.0,0.9957173447537473,1.0,0.9850107066381156,1.0,0.9464668094218416
1.0,0.9957173447537473,1.0,0.9850107066381156,1.0,0.9464668094218416
1.0,0.9957173447537473,1.0,0.9850107066381156,1.0,0.9464668094218416
1.0,0.9957173447537473,1.0,0.9850107066381156,1.0,0.9464668094218416
1.0,0.9957173447537473,1.0,0.9850107066381156,1.0,0.9464668094218416
1.0,0.9957173447537473,1.0,0.9850107066381156,1.0,0.9443254817987152
1.0,0.9957173447537473,1.0,0.9850107066381156,1.0,0.9421841541755889
1.0,0.9957173447537473,1.0,0.9850107066381156,1.0,0.9421841541755889
1.0,0.9957173447537473,1.0,0.9850107066381156,1.0,0.9421841541755889
1.0,0.9957173447537473,0.9978813559322034,0.9850107066381156,1.0,0.9421841541755889
1.0,0.9957173447537473,0.9978813559322034,0.9828693790149893,1.0,0.9421841541755889
1.0,0.9957173447537473,0.9978813559322034,0.9828693790149893,1.0,0.9421841541755889
1.0,0.9957173447537473,0.9978813559322034,0.9828693790149893,1.0,0.9421841541755889
1.0,0.9957173447537473,0.9978813559322034,0.9828693790149893,1.0,0.9421841541755889
1.0,0.9957173447537473,0.9978813559322034,0.9828693790149893,1.0,0.9421841541755889
1.0,0.9935760171306209,0.9978813559322034,0.9828693790149893,1.0,0.9421841541755889
1.0,0.9935760171306209,0.9978813559322034,0.9828693790149893,1.0,0.9421841541755889
1.0,0.9935760171306209,0.9978813559322034,0.9828693790149893,1.0,0.9421841541755889
1.0,0.9935760171306209,0.9978813559322034,0.9828693790149893,1.0,0.9421841541755889
1.0,0.9935760171306209,0.9978813559322034,0.9828693790149893,1.0,0.9421841541755889
1.0,0.9935760171306209,0.9978813559322034,0.9828693790149893,1.0,0.9421841541755889
1.0,0.9935760171306209,0.9978813559322034,0.9828693790149893,1.0,0.9421841541755889
1.0,0.9935760171306209,0.9978813559322034,0.9828693790149893,0.9978813559322034,0.9400428265524625
1.0,0.9935760171306209,0.9978813559322034,0.9828693790149893,0.9978813559322034,0.9400428265524625
1.0,0.9935760171306209,0.9978813559322034,0.9828693790149893,0.9978813559322034,0.9400428265524625
1.0,0.9935760171306209,0.9978813559322034,0.9828693790149893,0.9978813559322034,0.9400428265524625
1.0,0.9935760171306209,0.9978813559322034,0.9828693790149893,0.9978813559322034,0.9400428265524625
1.0,0.9935760171306209,0.9978813559322034,0.9828693790149893,0.9978813559322034,0.9400428265524625
1.0,0.9935760171306209,0.9978813559322034,0.9828693790149893,0.9978813559322034,0.9400428265524625
1.0,0.9935760171306209,0.9978813559322034,0.9828693790149893,0.9978813559322034,0.9400428265524625
1.0,0.9935760171306209,0.9978813559322034,0.9828693790149893,0.9978813559322034,0.9400428265524625
1.0,0.9935760171306209,0.9978813559322034,0.9828693790149893,0.9978813559322034,0.9400428265524625
1.0,0.9935760171306209,0.9978813559322034,0.9828693790149893,0.9978813559322034,0.9379014989293362
1.0,0.9935760171306209,0.9978813559322034,0.9828693790149893,0.9978813559322034,0.9379014989293362
1.0,0.9935760171306209,0.9978813559322034,0.9807280513918629,0.9978813559322034,0.9379014989293362
1.0,0.9935760171306209,0.9978813559322034,0.9807280513918629,0.9978813559322034,0.9379014989293362
1.0,0.9935760171306209,0.9978813559322034,0.9807280513918629,0.9978813559322034,0.9357601713062098
1.0,0.9935760171306209,0.9978813559322034,0.9807280513918629,0.9978813559322034,0.9357601713062098
1.0,0.9935760171306209,0.9978813559322034,0.9807280513918629,0.9978813559322034,0.9357601713062098
1.0,0.9935760171306209,0.9978813559322034,0.9785867237687366,0.9978813559322034,0.9357601713062098
1.0,0.9935760171306209,0.9978813559322034,0.9785867237687366,0.9978813559322034,0.9357601713062098
1.0,0.9935760171306209,0.9978813559322034,0.9785867237687366,0.9978813559322034,0.9357601713062098
1.0,0.9935760171306209,0.9978813559322034,0.9785867237687366,0.9978813559322034,0.9357601713062098
1.0,0.9935760171306209,0.9978813559322034,0.9785867237687366,0.9978813559322034,0.9357601713062098
1.0,0.9935760171306209,0.9978813559322034,0.9785867237687366,0.9978813559322034,0.9357601713062098
1.0,0.9935760171306209,0.9978813559322034,0.9785867237687366,0.9978813559322034,0.9357601713062098
1.0,0.9935760171306209,0.9978813559322034,0.9785867237687366,0.9978813559322034,0.9357601713062098
1.0,0.9935760171306209,0.9978813559322034,0.9785867237687366,0.9978813559322034,0.9357601713062098
1.0,0.9935760171306209,0.9978813559322034,0.9785867237687366,0.9978813559322034,0.9357601713062098
