Sample_input,Actual,Proposed,Traditional
1,2196.905517578125,1858.4745291898703,1758.0528715460525
1,2321.417236328125,2010.8299743975401,1811.3749287487844
1,2145.025634765625,1917.5470809788494,1708.1068996587958
1,2290.289306640625,1984.9466810425315,1869.1860754297086
1,2321.417236328125,2055.0019515279396,1854.1138074340113
1,2311.041259765625,2190.592005659358,1870.7187346867665
1,2207.281494140625,2315.1334416579316,1928.5091196104233
1,2362.921142578125,2077.480223904267,1943.0193700675673
1,2010.1379394531252,2285.8459436735784,1877.9260695724863
1,2072.393798828125,2591.276396840067,1902.7258607256997
1,2062.017822265625,2441.9074915158285,2050.9622111749572
1,2051.641845703125,2340.992493704619,2059.9920513495586
1,2331.793212890625,2371.6060574170506,2030.0272178654673
1,2124.273681640625,2415.9872976571532,2092.8962890888774
1,2290.289306640625,2328.0137688846403,2026.0744938998068
1,2082.769775390625,2397.7400068165034,2089.290069430516
0,1875.2502441406252,2410.1244976564058,2116.2373327995692
0,1771.4904785156252,2267.8465208669563,2002.6006414769533
0,1574.3469238281252,2148.9545487031914,1728.4357203569095
0,1615.8508300781252,1903.9063252023382,1618.7447225310596
0,1501.7150878906252,1801.2731753296,1596.8548470390724
0,1418.7072753906252,1744.4036318138355,1414.1131969742075
0,1335.6994628906252,1702.0742534014,1374.8656315725332
0,1501.7150878906252,1436.3224096330966,1226.939744220282
1,1605.4748535156252,1355.1829861723832,1412.4963145287647
1,1449.8352050781252,1518.2250726522557,1442.7588916232687
1,1449.8352050781252,1488.8559009076257,1501.0687368269982
1,1709.2346191406252,1677.840165088478,1357.909547519617
1,1667.7307128906252,1614.9632313217517,1354.995359614802
1,1729.9865722656252,1793.8090867828846,1645.3208936568255
1,1761.1145019531252,1724.6129792326803,1602.3783124800893
1,1761.1145019531252,1917.5929802878013,1497.5843300166973
1,1854.4982910156252,1787.9738543610758,1557.3466261918545
1,1958.2580566406252,1885.9102205938395,1565.685928175083
1,1958.2580566406252,2016.281485774755,1648.7734476085798
1,1885.6262207031252,2082.457869345375,1809.431231722122
1,1916.7541503906252,2050.4293007723118,1833.459909000251
1,2010.1379394531252,2038.2274314519466,1889.3121990700224
1,1989.3859863281252,2232.9609579480075,1884.2201208249394
1,2020.5139160156252,2190.412943223792,1730.0849019415427
1,1999.7619628906252,2131.433752806458,1938.0231102637892
1,1906.3781738281252,2096.2650523757493,1862.928633988795
1,2020.5139160156252,2041.8937107814072,1978.8290950456358
1,1833.7463378906252,2187.166830922748,1890.3734334646376
1,1999.7619628906252,1931.1423868298912,2024.1380782518477
1,2300.665283203125,2233.74657487203,2012.6824514234804
1,2373.297119140625,2137.827833394491,2005.1372565741112
1,2207.281494140625,2133.9999701675138,1940.524503768173
1,2414.801025390625,2226.7734147568044,1922.7804753901523
1,2279.913330078125,2245.032681809926,1930.4917233489773
1,2113.897705078125,2274.1914493703234,1838.7263592715665
1,2248.785400390625,2068.462256585084,1920.5276307479091
1,2331.793212890625,2127.0146928530535,2187.6847448349
1,2362.921142578125,2388.7072268112247,2052.2779031863415
1,2228.033447265625,2178.494061108532,1989.9630762996112
1,2124.273681640625,2333.431406435574,1949.3881294381313
1,1999.7619628906252,2495.1497821079315,2055.684286028682
1,2228.033447265625,2295.410236579108,2116.5619363608985
1,2196.905517578125,2356.5784459977804,2097.37903593032
1,2290.289306640625,2288.616569194466,2004.9800635450283
1,2207.281494140625,2349.277924153549,2134.987848978524
1,2228.033447265625,2402.7707918143556,2030.9098925497785
1,1999.7619628906252,2250.1583907138793,2065.8347840841802
1,2352.545166015625,2214.485550990766,2099.3090972406767
1,2279.913330078125,2096.7533486016277,2108.2941101253155
1,2435.552978515625,2322.985971961034,2042.4878311067312
1,2435.552978515625,2346.0983980174597,2169.2047115793753
1,2228.033447265625,2475.976613951741,1971.245495664158
1,2404.425048828125,2337.3006196736537,2129.443020528207
1,2217.657470703125,2415.530155047515,1940.0249418053209
1,2145.025634765625,2279.2151599115305,2002.7408755142767
1,2279.913330078125,2339.121269610913,2062.5784618210555
1,2248.785400390625,2436.5558403399373,2185.782028951448
1,2445.928955078125,2481.51124569531,2028.2000614203705
1,2155.401611328125,2379.8743749725413,2204.343765279371
1,2445.928955078125,2320.362425472864,2051.1691490420326
1,2228.033447265625,2331.3781396335535,2162.8462188657595
1,2352.545166015625,2403.7209409201673,2298.7045024102554
1,2134.649658203125,2499.947386299156,2258.3152520952494
1,1999.7619628906252,2413.4343814190047,2234.486801572099
0,1761.1145019531252,2355.6441826829114,2003.9833766224233
0,1750.7385253906252,2132.434939393966,1957.8709192996432
0,1667.7307128906252,2050.5700033850876,1787.893256814959
0,1698.8586425781252,1644.8629113355983,1498.850741701675
0,1418.7072753906252,1933.5307909179712,1563.2168976131034
0,1366.8273925781252,1651.5966651005788,1432.7944007680999
0,1304.5715332031252,1497.8191079714145,1448.2273265694848
0,1252.6916503906252,1496.5289107958658,1452.0475139085981
0,1304.5715332031252,1466.1845235528015,1322.3541720185467
0,1065.9240722656252,1358.0587967216654,1213.8803696883347
0,1190.4357910156252,1513.682644707193,1265.6245428628597
0,1107.4279785156252,1445.53371195926,1080.1534684463995
0,1076.3000488281252,1261.072301508691,1134.2247012280413
0,1076.3000488281252,1160.458475977551,1050.0654576291195
0,920.6604003906252,1162.632805236283,925.8295951574949
0,1107.4279785156252,1008.914993850992,778.4963449841897
1,1304.5715332031252,1075.5874363269436,838.3027445686512
1,1086.6760253906252,1213.1768204601792,1024.9761815451013
1,1180.0598144531252,1254.3582945245848,1206.2473206873658
1,1418.7072753906252,1227.3753088848468,1168.5086478941498
1,1470.5871582031252,1439.0712932333583,1274.6137403487032
1,1646.9787597656252,1353.919847722688,1374.922773438685
1,1532.8430175781252,1487.0615656382606,1425.3848713473467
1,1553.5949707031252,1338.8825698450116,1371.9455176329764
1,1584.7229003906252,1511.7315485641923,1512.8812612398604
1,1729.9865722656252,1623.7540247916995,1487.0678431207689
1,1802.6184082031252,1665.615410583192,1579.9270475049668
1,1937.5061035156252,1757.268423548297,1628.7541742885192
1,1864.8742675781252,1877.832084224243,1586.3960593872876
1,1927.1301269531252,1752.299328056477,1555.5908374381077
1,2113.897705078125,1873.3448868199246,1753.880390963774
1,1989.3859863281252,2002.083862434417,1798.8867273214141
1,2196.905517578125,1867.5427141007833,1729.9759707350984
1,2020.5139160156252,2104.530241654953,1982.2220456291932
1,1999.7619628906252,1972.2697029671442,1937.3966889137218
1,2051.641845703125,2147.0409488514138,1867.3271736518295
1,1958.2580566406252,2023.0415481437162,1848.4239302988099
1,2062.017822265625,1880.6619958564668,1778.6029419952233
1,2113.897705078125,2029.2157542522689,1812.1096123452721
1,2248.785400390625,2058.076794837608,1951.7903760498027
0,1812.9943847656252,1910.4654794176104,1947.3191589786663
0,1667.7307128906252,1988.0271006993378,1641.857217470207
0,1563.9709472656252,1851.106082785388,1534.9741524181547
0,1553.5949707031252,1766.3163272599809,1613.3957887792292
0,1480.9631347656252,1482.2662700661604,1416.6110815716886
0,1429.0832519531252,1675.9284341634675,1320.689986332751
0,1532.8430175781252,1636.2735261676721,1253.4995981954899
0,1283.8195800781252,1593.041058305955,1042.5532230106537
0,1335.6994628906252,1424.471810285034,1175.3311808780095
0,1169.6838378906252,1191.615956473356,1099.934889001561
0,1003.6682128906252,1233.460635512431,1006.1107722490517
0,1304.5715332031252,1114.661629616411,947.070560858512
0,1294.1955566406252,1100.2162870085485,1024.4101729423685
0,1128.1799316406252,1233.3471218452341,954.4231322656739
0,1055.5480957031252,957.9641759780266,795.528633672282
0,1065.9240722656252,757.6474957191235,985.1252108884281
0,1076.3000488281252,802.253128554129,825.6322609385566
0,941.4123535156252,896.2699186224423,702.057021513865
0,1086.6760253906252,853.5949137099434,660.481800602929
0,920.6604003906252,861.1740480501027,751.141939788317
0,931.0363769531252,616.324676859154,660.9066542302468
0,848.0285644531252,739.1165510223885,682.1144454653861
0,868.7805175781252,813.7075723509972,687.528687822714
0,1107.4279785156252,854.932345167744,657.8356161090093
1,1148.9318847656252,595.257036047211,647.2462976850234
1,1138.5559082031252,844.1281122036771,691.0066961695699
1,993.2922363281252,978.1643398418706,955.8554026788854
1,1397.9553222656252,1052.9779781169445,1000.8840946681894
1,1335.6994628906252,895.5758317069668,1081.4291743907547
1,1429.0832519531252,903.4407993077407,1137.3445690406218
1,1491.3391113281252,1086.766793490821,1232.9448671057276
1,1480.9631347656252,1064.0713244236385,1358.8341288882204
0,1325.3234863281252,1166.382319580717,1440.5651896203294
0,1356.4514160156252,1250.8428419756876,1383.1106507391607
0,1180.0598144531252,905.3175388234558,1227.080129356399
0,1097.0520019531252,1058.7663449561194,1060.4096045705162
0,1159.3078613281252,1129.1983766396768,1209.6779043138024
0,1325.3234863281252,1046.971293546896,1036.5991407429851
0,1190.4357910156252,1035.7428118288744,1019.7237500582523
0,1273.4436035156252,896.1217216419125,988.1074597120762
1,1148.9318847656252,804.6166329648281,1059.6029631293247
1,1439.4592285156252,1009.112810086352,1050.920203520228
1,1532.8430175781252,1157.5634802250675,1363.2292379140365
1,1729.9865722656252,1309.2004855784146,1098.4753020428586
1,1460.2111816406252,1411.6909533352664,1203.1330131277198
1,1740.3625488281252,1469.7405525470572,1301.5074791504792
1,1574.3469238281252,1456.988622918057,1218.942250159353
1,1781.8664550781252,1637.9946019140632,1523.9126480675845
1,1584.7229003906252,1510.5030844327634,1545.4734163078217
1,1709.2346191406252,1678.9199583204818,1617.8938917961475
1,1937.5061035156252,1653.4754530348714,1777.0133530208261
1,1947.8820800781252,1618.155246038239,1790.112795145381
1,2051.641845703125,1616.375004958289,1693.2558106327435
1,1885.6262207031252,1993.3967231827853,1677.9264018065555
1,1937.5061035156252,1893.4121174096977,1794.4926034348375
1,1854.4982910156252,2114.7128210103633,1885.4189067939085
1,1937.5061035156252,2201.549837230121,1775.0210596948675
1,2041.2658691406252,2024.4339266165882,1853.3331918403744
1,1927.1301269531252,2088.5336192567293,1960.3016371816252
1,2228.033447265625,1944.687574653509,1921.4696375788217
1,2082.769775390625,1980.6294408364972,1998.5474233426203
1,2082.769775390625,2038.20541915759,1833.8222189197982
1,2207.281494140625,2173.7455960678503,1953.6349736122597
1,2207.281494140625,2212.608066945138,1968.3179805032355
1,2145.025634765625,2213.2924303023983,1992.249845974868
1,2207.281494140625,2407.3781697782083,1935.45186796426
1,2279.913330078125,2243.1912390101575,1778.592675156678
1,2082.769775390625,2429.675088687062,2043.0632381391185
1,2414.801025390625,2316.131213918739,1933.4068153435824
1,2279.913330078125,2293.2750695827,1961.758251973625
1,2352.545166015625,2411.841742465305,1994.830645764932
1,2082.769775390625,2407.0553393046143,1896.6459105807362
1,2134.649658203125,2338.8514068556797,1915.1787498848103
1,2082.769775390625,2420.2118432361854,1964.957454732128
1,2186.529541015625,2361.6156961879356,1944.9615484263952
1,2383.673095703125,2348.3419736572614,1984.669940010776
1,2196.905517578125,2487.698152734309,1877.7498766137767
1,2269.537353515625,2373.7261046230046,1926.2813813728565
1,2176.153564453125,2164.4902628382506,1921.7002686722826
1,2176.153564453125,2211.656626105914,2033.018290382032
1,2207.281494140625,2431.7601085224233,1884.8904831382386
1,2290.289306640625,2400.735177909476,1861.4363642961698
1,2155.401611328125,2411.1391832874824,1884.2525897253295
1,2394.049072265625,2507.1536844668817,2010.7371686264487
1,2186.529541015625,2353.6423293249404,2045.4952752977058
1,2238.409423828125,2375.5459080473747,2156.0147289659126
1,2228.033447265625,2338.34321514776,1990.5755447159113
1,1906.3781738281252,2606.904220839876,2107.3179552012884
0,2041.2658691406252,2522.6025879926087,2083.144116232036
0,1844.1223144531252,2233.7025814970903,1954.863829935172
0,1532.8430175781252,1879.780535969693,1833.2498008248729
0,1688.4826660156252,1910.4613869241937,1733.191493765131
0,1543.2189941406252,1706.2078886640802,1672.502608823291
0,1283.8195800781252,1720.4207066291592,1523.5351778800082
0,1263.0676269531252,1770.927911364734,1459.159146789581
0,1221.5637207031252,1702.4162084284217,1341.6371873741414
0,1200.8117675781252,1565.2034621206942,1321.5868684781005
0,1024.4201660156252,1422.0988655480523,1261.95134445387
0,1169.6838378906252,1401.9834429066718,1122.7295409290641
0,1003.6682128906252,1308.9607538140856,983.2481187918568
0,1024.4201660156252,1351.816463416203,1016.830919036875
0,1055.5480957031252,1019.0053402045374,1006.3905457743645
0,1117.8039550781252,1251.9701216687856,1004.4606048011749
0,1034.7961425781252,1257.5484918855298,805.053537118381
0,1014.0441894531252,1153.1103617204885,861.5621144952456
0,1034.7961425781252,1017.3688138284454,807.5078104787301
0,920.6604003906252,1057.8516319704922,813.5944435690544
0,754.6447753906252,965.6955296453064,751.7007088637132
0,910.2844238281252,898.4493476127943,857.8506141525128
0,858.4045410156252,965.1218531677637,813.651734799345
0,1014.0441894531252,767.0321420701642,655.2135516854322
0,951.7883300781252,737.826231727199,793.4873035183233
1,982.9162597656252,786.6728317611179,811.1316239742152
1,982.9162597656252,884.5643759164882,795.4530009308121
1,1263.0676269531252,1069.9908932160463,925.6740977365247
1,1283.8195800781252,932.537453392766,1182.9086212077293
1,1397.9553222656252,1159.7716566194085,1236.0679209739785
1,1460.2111816406252,1391.3640900515854,1152.6619908673676
1,1501.7150878906252,1160.14558394514,1253.0825335737484
1,1449.8352050781252,1318.0542851961109,1363.5824401477946
0,1314.9475097656252,1331.5269646869656,1226.1174654880558
0,1314.9475097656252,1129.8518156013054,1051.4084783106198
0,1128.1799316406252,1138.9341371720789,1041.7905760279389
0,1159.3078613281252,1169.0555682980914,998.223389660125
0,1335.6994628906252,1111.4911830246776,953.4429159232957
0,1034.7961425781252,1218.5469322780361,949.140960231139
0,1055.5480957031252,1092.7089563600277,948.4769470884139
0,1180.0598144531252,1149.0639927168454,949.9054774045851
1,1200.8117675781252,1017.3649287674398,952.3464955363124
1,1086.6760253906252,1121.675447866534,1004.3353002532698
1,1231.9396972656252,1388.807102080745,1138.601905405132
1,1522.4670410156252,1465.0290285881742,1195.2529112260522
1,1346.0754394531252,1445.8422890552397,1238.9699293192389
1,1553.5949707031252,1620.2633986492563,1364.1462990487646
1,1470.5871582031252,1740.1933910427485,1531.6086715361262
1,1833.7463378906252,1703.1961213854752,1409.9343968329042
1,1657.3547363281252,1687.4086222051992,1457.9214822359124
1,1781.8664550781252,1861.0456125660985,1445.618763592622
1,1781.8664550781252,2016.9564774142866,1604.0120943644126
1,1771.4904785156252,1929.0714658390239,1668.8809533510505
1,1750.7385253906252,2008.4593325659305,1727.367456438785
1,1781.8664550781252,1916.5265699756144,1823.7362223968594
1,1999.7619628906252,2093.8977741879066,1687.5143398769844
1,1761.1145019531252,2012.041716408773,1643.167255367929
0,1802.6184082031252,1763.2889898161388,1744.05923995286
0,1439.4592285156252,1739.2303450627837,1466.935885020831
0,1615.8508300781252,1810.4334176506,1564.5182799120555
0,1532.8430175781252,1774.2254898835515,1384.1460289430247
0,1314.9475097656252,1690.3223112154963,1290.506449495836
0,1294.1955566406252,1527.5607489366735,1350.5225618975346
0,1169.6838378906252,1556.8373677532604,1278.6514812672008
0,1512.0910644531252,1333.6629373131912,1171.2757785436213
1,1522.4670410156252,1293.9841566045347,1223.8214964679296
1,1387.5793457031252,1642.298213784057,1188.368905098389
1,1595.0988769531252,1613.7808796384872,1209.0575601142455
1,1522.4670410156252,1741.6780735965356,1336.2083845524176
1,1626.2268066406252,1616.5823653676075,1424.2123585993909
1,1678.1066894531252,1603.5610604064327,1358.9603391602643
1,1709.2346191406252,1571.8292417077314,1692.104942101726
1,1854.4982910156252,1897.5159934483936,1605.4663878283775
1,2041.2658691406252,1763.3939456809512,1468.751547029108
1,1916.7541503906252,1746.3156617126047,1677.5813090179631
1,2020.5139160156252,1660.8552411974656,1754.1646931370783
1,2020.5139160156252,1607.6532790930412,1592.3102452446974
1,2259.161376953125,1672.7640312299347,1712.9738178682403
1,2103.521728515625,1879.568593730983,1773.918513873074
1,2321.417236328125,1995.8610331996651,1801.6708587438252
1,2207.281494140625,2152.549385855928,1719.3734179452545
1,2269.537353515625,2239.4417193316735,1866.4350749634252
1,2176.153564453125,2187.5853117160714,1836.0483878601674
1,2196.905517578125,2169.2131418454087,1865.6012191468521
1,2186.529541015625,2107.8166207985323,1868.6322791592024
1,2248.785400390625,1890.6965303588092,1951.9981913416718
1,2269.537353515625,1945.160203376866,1882.4611182872618
1,2196.905517578125,2174.9489116559885,1831.4976862469914
1,1989.3859863281252,2032.1709172724438,1860.896825806923
0,2041.2658691406252,1919.1569861295256,1804.8372350636862
0,1833.7463378906252,1927.539041455685,1765.6619537058195
0,1864.8742675781252,1841.1894967529254,1512.9152963838071
0,1532.8430175781252,1714.1043712506757,1510.792409155835
0,1460.2111816406252,1599.6284142124862,1477.976971599621
0,1595.0988769531252,1649.6288315098627,1514.226963555924
0,1501.7150878906252,1591.6573852568126,1254.1449683405242
0,1263.0676269531252,1339.9606312367277,1209.2370048910502
0,1252.6916503906252,1443.0344867686692,1165.9889278154299
0,1128.1799316406252,1440.8111825550893,1031.123353807648
0,1231.9396972656252,1219.488438672901,995.434870818219
0,1190.4357910156252,1125.5554451190378,1002.7679643349034
0,1159.3078613281252,1179.0169000403132,1018.8815030791258
0,1034.7961425781252,1110.3130920076592,892.0402563705704
0,951.7883300781252,897.4153800758437,1021.9284558495968
0,1034.7961425781252,1211.570688458349,892.5041141568163
1,1252.6916503906252,837.1553553100862,865.0401738604974
1,1034.7961425781252,1110.5170735063384,976.6280267143648
1,1449.8352050781252,1168.6583575259651,1109.901186366554
1,1242.3156738281252,937.4647785692716,1120.173730319362
1,1512.0910644531252,1377.9677020801382,1331.1617087496088
1,1636.6027832031252,1279.1387823938342,1317.3144403247245
1,1636.6027832031252,1374.0943169484008,1440.1848314009317
1,1522.4670410156252,1487.619571140585,1432.5539499795382
1,1709.2346191406252,1672.85318799365,1560.3748584445564
1,1709.2346191406252,1665.2472032342544,1498.600011232422
1,1927.1301269531252,1798.048338463701,1463.498977987183
1,1979.0100097656252,1635.460467685111,1611.668366011415
1,1792.2424316406252,1734.1742657153998,1702.8081220014462
1,1999.7619628906252,1897.143096686192,1541.8976801749782
1,2010.1379394531252,1729.177111651561,1695.8658369731756
1,1979.0100097656252,1998.5852518973866,1727.4446071339778
0,1657.3547363281252,1837.690718777237,1678.2466772956827
0,1532.8430175781252,1738.0202822706185,1567.3561547057438
0,1439.4592285156252,1633.4919798758435,1477.7267290183743
0,1491.3391113281252,1598.078279945548,1564.358844279694
0,1335.6994628906252,1410.2656718159612,1321.6064205961177
0,1076.3000488281252,1455.3599848886458,1328.9739300289384
0,1366.8273925781252,1086.8867753741058,1149.950107072834
0,1138.5559082031252,1185.9111504582793,1044.1195669718106
0,1221.5637207031252,1309.8354503762089,1046.1209116240093
0,1097.0520019531252,1067.041979334841,1063.235503107092
0,1086.6760253906252,1256.2976176642533,1035.8413546800855
0,868.7805175781252,981.1603731247897,999.628499201315
0,1003.6682128906252,1065.1944062924706,944.2880812579186
0,1231.9396972656252,1040.8894049021133,843.5949853429745
0,1128.1799316406252,880.9218454543138,799.2996402909521
0,1252.6916503906252,833.1278641889224,848.2752574433978
1,1501.7150878906252,1149.1918796942355,962.7857002624863
1,1211.1877441406252,1028.9447109778953,930.3586656581898
1,1180.0598144531252,1189.5859686095366,1115.1861160925257
1,1283.8195800781252,1315.9491998786941,1213.6224718191102
1,1553.5949707031252,1262.7512029822606,1249.6976648695331
1,1605.4748535156252,1507.8000510778459,1328.440426599761
1,1491.3391113281252,1481.6511320520071,1255.1659717658972
1,1439.4592285156252,1681.0272021366045,1415.7805114684252
0,1346.0754394531252,1635.8760883782345,1563.3630136889005
0,1325.3234863281252,1641.332818876171,1335.4029919307118
0,1294.1955566406252,1423.3334700464811,1198.6752282763396
0,1159.3078613281252,1392.5593368826208,1181.115357081245
0,1263.0676269531252,1156.5653322499277,1247.8887241166663
0,1242.3156738281252,1283.364184213973,1050.5520561098565
0,1128.1799316406252,1139.1808226064818,978.3566568581423
0,1169.6838378906252,1191.4768730570588,943.0191642479361
1,1470.5871582031252,1224.724266024824,1028.140479984832
1,1346.0754394531252,1309.492207069919,1079.4450302268365
1,1294.1955566406252,1478.7212353669997,1335.3041931067323
1,1480.9631347656252,1295.8162967637672,1275.6954080057826
1,1812.9943847656252,1276.7103765071663,1329.6413861566548
1,1584.7229003906252,1287.9221556843784,1511.7867007487175
1,1812.9943847656252,1377.285640483979,1372.6346380232148
1,1470.5871582031252,1339.8779697674127,1549.9591998322614
0,1304.5715332031252,1565.2655693637225,1455.530680685603
0,1387.5793457031252,1397.6659772109615,1399.2817019937079
0,1563.9709472656252,1225.6571506667353,1444.5205213146019
0,1294.1955566406252,1181.5171185825386,1343.785519720606
0,1231.9396972656252,1181.7262383745176,1193.9674221725186
0,1221.5637207031252,1164.772571143316,1169.2503911554215
0,1356.4514160156252,858.6542444348358,1086.0647036445016
0,1055.5480957031252,951.8800120289405,949.980884624795
1,1512.0910644531252,948.1475046026987,929.4782653574963
1,1408.3312988281252,1190.4303575800236,1073.4758133398975
1,1657.3547363281252,1211.307944795846,1034.6632025252507
1,1470.5871582031252,1086.377674563941,1183.855751161737
1,1470.5871582031252,1322.2199326040095,1283.0600859359329
1,1646.9787597656252,1391.6178418477866,1413.4148375655022
1,1729.9865722656252,1653.1690744654315,1382.3284865022647
1,1958.2580566406252,1590.1835584665453,1566.9825466169955
1,1750.7385253906252,1655.6914156806624,1478.2256356392436
1,1771.4904785156252,1823.7304782072206,1610.7897595677061
1,1958.2580566406252,1656.2948267820213,1617.0994116784552
1,1937.5061035156252,1917.36222931262,1765.4752300509385
1,1958.2580566406252,1926.4552268798948,1578.7476732137486
1,1792.2424316406252,1808.1416636996205,1653.6372600176896
1,1833.7463378906252,1873.541452142911,1770.916489589752
1,1864.8742675781252,1931.6573046093074,1769.120622890524
1,2238.409423828125,1949.606583126948,1656.244404837014
1,2010.1379394531252,2092.387616300831,1821.391820753723
1,1979.0100097656252,1851.8650687135876,1909.2351743651839
1,2134.649658203125,1787.296538847568,1762.1843687144244
1,2331.793212890625,2043.1196377535357,1787.525638914402
1,2020.5139160156252,2014.9160151155863,1859.4035800034203
1,1999.7619628906252,1917.6361363681629,1842.002195912351
1,1927.1301269531252,2120.204568847802,1872.1232408228814
0,1937.5061035156252,1950.010401872463,1787.0829918949776
0,1688.4826660156252,1938.096331098486,1743.3434242114731
0,1626.2268066406252,1883.2699111482277,1709.0656869976694
0,1408.3312988281252,1718.2237158606347,1567.6037594053219
0,1470.5871582031252,1688.010627693094,1555.431402105642
0,1304.5715332031252,1510.6467093498666,1369.174651945295
0,1283.8195800781252,1325.4021992386154,1350.562426908329
0,1356.4514160156252,1443.7967392432963,1215.5977738951592
1,1584.7229003906252,1532.7975298579095,1266.7193652166163
1,1812.9943847656252,1513.0562515591837,1346.3546134266687
1,1678.1066894531252,1443.018598694939,1362.6347935062754
1,1418.7072753906252,1444.8298517166033,1395.1812064176852
1,1667.7307128906252,1771.9931451240147,1408.9900267004293
1,1823.3703613281252,1637.6199941029006,1453.41489922919
1,1792.2424316406252,1749.9473193503698,1475.1710883583605
1,1740.3625488281252,1702.3455873002476,1502.3844275495649
1,1698.8586425781252,1766.515359732438,1456.5277068694581
1,1823.3703613281252,1963.6720453946155,1451.7571000804148
1,2030.8898925781252,1910.4104531467347,1561.7316662285018
1,1833.7463378906252,2156.071391636921,1745.5392318740614
1,1927.1301269531252,1894.549927502604,1772.3183729173231
1,2103.521728515625,2133.2034019580224,1798.7902212016868
1,2010.1379394531252,1987.5593824458513,1850.203229614814
1,2228.033447265625,2040.4144841296986,1741.965580620821
1,2248.785400390625,1875.5359519870406,1875.9631351936866
1,2269.537353515625,1899.560439082113,1862.2353740709236
1,2113.897705078125,2049.3849929530343,1798.8739092110231
1,2342.169189453125,2137.7343900475234,1907.043193596966
1,2217.657470703125,2102.9287131015226,1828.9949647632022
1,2228.033447265625,2096.3139600329555,1977.2234962182006
1,2300.665283203125,2237.6556203038062,2049.639039294166
1,2352.545166015625,2105.3917354579307,1944.627709529783
1,2331.793212890625,2087.76235047231,1983.4040208993472
1,2228.033447265625,1973.5086136039938,1899.140137783791
1,2311.041259765625,2209.48230230328,1805.7812028880408
1,2176.153564453125,1915.4184200278487,1948.3167175571239
1,2311.041259765625,1693.9942915721488,1908.0419422871337
1,2414.801025390625,2185.290622431766,1881.9736132823334
1,2352.545166015625,2101.6484149060857,1908.0374399409236
1,2145.025634765625,1916.2669149826265,1853.699032394218
0,2165.777587890625,1902.3718864942234,1956.6021814947887
0,1823.3703613281252,1846.5621874169976,1711.7259718376988
0,1512.0910644531252,1694.4115333721202,1590.5016823313997
0,1615.8508300781252,1832.6370309647398,1599.1229492549407
0,1387.5793457031252,1575.2351863647132,1344.8433733310817
0,1501.7150878906252,1497.628449534372,1349.5328610121007
0,1325.3234863281252,1492.6002246755177,1361.8059276674373
0,1439.4592285156252,1393.4320471333153,1242.519109087676
1,1563.9709472656252,1340.8703499564308,1313.5330987361524
1,1792.2424316406252,1515.081965865932,1182.4997676727082
1,1678.1066894531252,1746.762724565048,1371.6199509879757
1,1574.3469238281252,1728.524485907914,1290.6845320607606
1,1698.8586425781252,2070.1819314808276,1440.6482384683802
1,1698.8586425781252,1841.7489540354215,1492.1888934178667
1,1802.6184082031252,1986.169357510109,1604.2583582996683
1,1781.8664550781252,1844.2346434962496,1488.2177337522855
0,1646.9787597656252,1894.7119181497876,1492.0446553891923
0,1470.5871582031252,1816.2593192016927,1476.449261305966
0,1408.3312988281252,1536.085471690721,1399.648008735943
0,1221.5637207031252,1406.37188373088,1358.188551274218
0,1397.9553222656252,1592.1957274543547,1227.9213870692577
0,1418.7072753906252,1449.6003544465818,1123.6025913078602
0,1231.9396972656252,1347.796959603272,1286.6499901357531
0,1418.7072753906252,1288.0334800649246,993.7090667780233
1,1325.3234863281252,1250.7221882153513,942.7628320244288
1,1366.8273925781252,1422.080447515015,1165.8972064809027
1,1470.5871582031252,1143.9686957157078,1169.5103657380098
1,1460.2111816406252,1201.8275182450109,1276.843727429146
1,1750.7385253906252,1621.1837080014188,1380.052092552314
1,1678.1066894531252,1571.4376038376174,1353.4876735018602
1,1771.4904785156252,1628.69950297421,1461.9720940695997
1,1947.8820800781252,1753.0920067326467,1627.9293179898427
1,1823.3703613281252,1680.3262762479849,1543.3410284664046
1,1885.6262207031252,1713.5960557452574,1595.0731975039575
1,2030.8898925781252,1896.1325862228557,1731.1765715132376
1,1989.3859863281252,1928.9827279451615,1629.5107328715853
1,2041.2658691406252,1716.5280506663364,1815.8346947670498
1,2155.401611328125,1714.0698038070277,1651.548409954063
1,1999.7619628906252,1768.5115969855701,1804.4975039490403
1,1916.7541503906252,1890.8545421644212,1714.5456675048515
0,1937.5061035156252,1995.980712577111,1681.7404618594749
0,1678.1066894531252,1907.6368842172044,1682.2253493639525
0,1605.4748535156252,1868.0314146807996,1516.390065145379
0,1698.8586425781252,1814.0428712472713,1478.4760478634937
0,1522.4670410156252,1504.3521873079133,1357.5962662691015
0,1397.9553222656252,1472.898172957266,1317.2552646933432
0,1346.0754394531252,1324.4388209185759,1320.9056135893716
0,1263.0676269531252,1449.3114478733428,1228.7308590420932
1,1605.4748535156252,1412.3388806832543,1041.8836031080539
1,1460.2111816406252,1689.6225911153808,1223.3150142751028
1,1615.8508300781252,1535.7050510582778,1412.0647874481115
1,1532.8430175781252,1645.942201949415,1437.3596778390906
1,1584.7229003906252,1432.2774763397476,1479.22314494792
1,1823.3703613281252,1505.4491210564265,1624.2211591164576
1,1916.7541503906252,1492.5031894915264,1665.789195858903
1,1688.4826660156252,1569.3655961588356,1652.5847366568244
0,1615.8508300781252,1748.4218945963426,1615.7641223757767
0,1387.5793457031252,1551.2908033100564,1623.2567219803996
